[10/27/2025 12:05:43.201 AM] Action   || Name: gmail_log_scheduler || Trigger: found=1                              || Output: logged=0
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $1.00 on 2025-08-26
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Aubrey Cunningham $10.00 on 2025-08-26
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Maxwell Preston $5.00 on 2025-08-26
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Sophia Herrera $6.00 on 2025-08-26
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Miguel V $5.00 on 2025-08-26
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $3.00 on 2025-08-26
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Megan Digiovanni $130.00 on 2025-08-26
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Pedro Savala $5.00 on 2025-08-27
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jonathan Mcgeever $5.00 on 2025-08-27
[10/27/2025 09:00:29.823 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Axel Torres $24.25 on 2025-08-22
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: M. Padron $20.00 on 2025-08-26
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Addison Loera $8.00 on 2025-08-26
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $5.00 on 2025-08-26
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kathleen Cantu $1.00 on 2025-08-26
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $3.00 on 2025-08-26
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Rob Jimenez $3.00 on 2025-08-26
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Daniel Brantley $3.00 on 2025-08-26
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kristyn Jackson $9.00 on 2025-10-22
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Victoria Elkins $5.00 on 2025-10-22
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Alexander  Martinez $3.00 on 2025-10-22
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Emily Lanham $6.00 on 2025-10-22
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Mariah Hall $3.00 on 2025-10-22
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kylie Crook $5.00 on 2025-09-16
[10/27/2025 09:00:29.839 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jenny Nguyen $9.70 on 2025-09-03
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-04-20
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: j s $11.68 on 2025-04-22
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-04-26
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-08-26
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $25.98 on 2025-08-26
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-08-20
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $47.62 on 2025-08-26
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: NNT PETSMART # $32.46 on 2025-08-06
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $74.92 on 2025-07-30
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: TOMAHAWK LIVE TRAP $581.62 on 2025-05-11
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-05-20
[10/27/2025 09:00:31.258 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $72.45 on 2025-05-23
[10/27/2025 09:00:31.274 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-05-26
[10/27/2025 09:00:31.274 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $89.91 on 2025-10-05
[10/27/2025 09:00:31.274 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: DOMINO'S $60.57 on 2025-09-09
[10/27/2025 09:00:31.274 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $20.00 on 2025-09-10
[10/27/2025 09:00:37.018 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: just throwing all the african countries they know at me
[10/27/2025 09:00:41.641 PM] Message  || User: adeyumii            || Channel: #report-new-cats                     || Content: Bobbie, Barbie, and Twix, and now Gorygreg are all stunted because o...
[10/27/2025 09:01:09.374 PM] React+   || User: adeyumii            || Channel: #itty-bitty-kitty-commitee           || emoji=😭; msg="just had another customer try to guess m..." by izzyballz
[10/27/2025 09:01:13.891 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: never ever ever right before
[10/27/2025 09:01:20.778 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: not once
[10/27/2025 09:01:37.241 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: people guess so many things
[10/27/2025 09:01:45.743 PM] Message  || User: racerdg             || Channel: #report-new-cats                     || Content: aw
[10/27/2025 09:02:00.966 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: i think i have like zero middle eastern in me and people guess that ...
[10/27/2025 09:02:06.028 PM] Message  || User: emiximez            || Channel: #report-new-cats                     || Content: oh shoot ssorry meant to put in pics of the cats
[10/27/2025 09:02:13.311 PM] React+   || User: vasyline            || Channel: #yapper-committee                    || emoji=😭; msg="crying bro im doing so bad in my classes..." by racerdg
[10/27/2025 09:02:20.714 PM] React+   || User: slayc127            || Channel: #itty-bitty-kitty-commitee           || emoji=😭; msg="i think i have like zero middle eastern ..." by izzyballz
[10/27/2025 09:03:02.280 PM] React+   || User: vasyline            || Channel: #report-new-cats                     || emoji=❤️; msg="cutie at mac" by emiximez
[10/27/2025 09:03:19.597 PM] React+   || User: emiximez            || Channel: #cat-name-ideas                      || emoji=🩷; msg="leat fingies" by fallbright
[10/27/2025 09:03:24.143 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: i’m highkey a weird mix so it’s not particularly shocking
[10/27/2025 09:03:29.577 PM] React+   || User: spitonme            || Channel: #itty-bitty-kitty-commitee           || emoji=🐙; msg="slash threat" by slayc127
[10/27/2025 09:03:40.471 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: no ones guessing haitian serb
[10/27/2025 09:04:15.818 PM] Message  || User: emiximez            || Channel: #cat-name-ideas                      || Content: candace
[10/27/2025 09:04:17.930 PM] Message  || User: emiximez            || Channel: #cat-name-ideas                      || Content: ben dover
[10/27/2025 09:04:26.123 PM] Message  || User: adeyumii            || Channel: #itty-bitty-kitty-commitee           || Content: Oh that IS a weird mix
[10/27/2025 09:04:50.893 PM] Message  || User: spitonme            || Channel: #itty-bitty-kitty-commitee           || Content: i like to make people guess
[10/27/2025 09:04:58.670 PM] React+   || User: adeyumii            || Channel: #cat-name-ideas                      || emoji=❌; msg="ben dover" by emiximez
[10/27/2025 09:05:05.194 PM] Message  || User: emiximez            || Channel: #cat-name-ideas                      || Content: nooooo
[10/27/2025 09:05:21.463 PM] Message  || User: spitonme            || Channel: #itty-bitty-kitty-commitee           || Content: select few have guessed my super secret 25%
[10/27/2025 09:05:42.616 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: Also timing was crazy ive been in my room all evening but the moment...
[10/27/2025 09:05:44.950 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: and it’s direct both my parents are immigrants
[10/27/2025 09:05:50.229 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="Also timing was crazy ive been in my roo..." by racerdg
[10/27/2025 09:05:55.495 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: lowk glad because it would have been embarrassing as hell if i was h...
[10/27/2025 09:05:56.835 PM] React+   || User: spitonme            || Channel: #itty-bitty-kitty-commitee           || emoji=🐙; msg="and it’s direct both my parents are immi..." by izzyballz
[10/27/2025 09:05:57.913 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=🐙; msg="Also timing was crazy ive been in my roo..." by racerdg
[10/27/2025 09:05:59.855 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: only in america
[10/27/2025 09:06:10.973 PM] Message  || User: spitonme            || Channel: #itty-bitty-kitty-commitee           || Content: nyc combo
[10/27/2025 09:06:23.945 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: florida actually
[10/27/2025 09:06:26.458 PM] React+   || User: ludavis             || Channel: #report-new-cats                     || emoji=‼️; msg="cutie at mac" by emiximez
[10/27/2025 09:06:27.114 PM] React+   || User: ludavis             || Channel: #report-new-cats                     || emoji=❤️; msg="cutie at mac" by emiximez
[10/27/2025 09:06:27.859 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: so same shit
[10/27/2025 09:06:53.295 PM] Message  || User: spitonme            || Channel: #itty-bitty-kitty-commitee           || Content: its bc nyc has lots of rare(?) combos
[10/27/2025 09:07:16.967 PM] Message  || User: spitonme            || Channel: #itty-bitty-kitty-commitee           || Content: theres gotta be at least one trinidad hmong person there
[10/27/2025 09:08:17.222 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: my last name was americanized and i highkey don’t know the actual pr...
[10/27/2025 09:09:06.468 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=🐙; msg="Also timing was crazy ive been in my roo..." by racerdg
[10/27/2025 09:09:11.455 PM] React+   || User: slayc127            || Channel: #cat-name-ideas                      || emoji=❌; msg="ben dover" by emiximez
[10/27/2025 09:09:54.462 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: it’s the same but throw a bunch of symbols over the letters
[10/27/2025 09:15:11.652 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: car appreciation look how beautiful she is
[10/27/2025 09:16:05.959 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: did you guys know there’s an extremely elusive electric honda fit
[10/27/2025 09:17:13.727 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: what a beauty
[10/27/2025 09:17:46.187 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: jeff buckley is banned from my car because once i listened to grace ...
[10/27/2025 09:17:58.215 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: can’t drive to that
[10/27/2025 09:18:18.742 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i crashed a car listening to my favorite song and it's still my favo...
[10/27/2025 09:18:22.582 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: it just has lore now
[10/27/2025 09:18:32.828 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || i crashed a car listening to my favorite song and it's still my favorite song...
[10/27/2025 09:18:52.730 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: what song
[10/27/2025 09:19:32.549 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: it's a very niche and underground taste that i would bet my life you...
[10/27/2025 09:19:49.516 PM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=😭; msg="crying bro im doing so bad in my classes..." by racerdg
[10/27/2025 09:20:25.212 PM] React+   || User: austinbaustinb      || Channel: #cat-name-ideas                      || emoji=❌; msg="ben dover" by emiximez
[10/27/2025 09:20:39.674 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: @e l u s i v e are you an electric honda fit
[10/27/2025 09:20:59.062 PM] React+   || User: simplyshadow171295  || Channel: #cat-name-ideas                      || emoji=❌; msg="ben dover" by emiximez
[10/27/2025 09:21:09.958 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || it's a very niche and underground taste that i would bet my life you've never...
[10/27/2025 09:22:52.791 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: the honda fit ev had a really short range and needed to be recharged...
[10/27/2025 09:22:58.954 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: but no gas payment
[10/27/2025 09:24:07.560 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: share
[10/27/2025 09:26:30.514 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: try my equalizer izzy bawlz
[10/27/2025 09:27:11.257 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: alright
[10/27/2025 09:27:13.743 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: can’t see shit
[10/27/2025 09:27:30.041 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: jesus christ dont text and drive
[10/27/2025 09:27:49.072 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: https://tenor.com/view/cat-smacking-other-cat-cat-cat-smack-cat-swat...
[10/27/2025 09:27:57.791 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: omg
[10/27/2025 09:28:34.159 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: do it in 14 minutes!!
[10/27/2025 09:28:36.912 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: (no text; attachments=1)
[10/27/2025 09:28:38.377 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: 😭
[10/27/2025 09:28:50.316 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || 😭 -> 😭 i want this
[10/27/2025 09:28:59.100 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || 😭 i want this -> 😭 i want this whatever it is
[10/27/2025 09:30:07.493 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: I was at a red when i sent
[10/27/2025 09:30:32.285 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: smiski !
[10/27/2025 09:30:39.018 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: <:side_eye:1205574320965951590>
[10/27/2025 09:30:40.993 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i thought it looked like one !!
[10/27/2025 09:30:45.814 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: that's genius
[10/27/2025 09:30:59.519 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: (no text; attachments=1)
[10/27/2025 09:31:13.683 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: that curve on the rear tho
[10/27/2025 09:31:20.604 PM] Message  || User: pancakemixteamdj    || Channel: #events                              || Content: Me af
[10/27/2025 09:31:48.082 PM] Message  || User: pancakemixteamdj    || Channel: #events                              || Content: I refuse to take the bus , I have never used it
[10/27/2025 09:34:47.013 PM] React+   || User: the.lemonade.stand  || Channel: #purrley-pawsitive-pussy-pals        || emoji=🔥; msg="no one fucks w a chili dog more than a w..." by nostalgicsapphic
[10/27/2025 09:34:58.639 PM] React+   || User: the.lemonade.stand  || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="LMFAO" by m_digio
[10/27/2025 09:36:54.411 PM] React+   || User: .s3j                || Channel: #itty-bitty-kitty-commitee           || emoji=🐙; msg="slash threat" by slayc127
[10/27/2025 09:42:48.568 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i cannot text and drive i’m i’m one of those people who starts drift...
[10/27/2025 09:44:30.093 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: please look at road when you are operating 2 ton death missile
[10/27/2025 09:45:16.147 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: nah but my favorite driving conditions are narrow roads, after sundo...
[10/27/2025 09:45:24.446 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: you’re funny not me
[10/27/2025 09:45:26.378 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: because my body gets so hyperfocused on driving
[10/27/2025 09:45:41.436 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: again i need to be able to see the lanes or else i am not in the
[10/27/2025 09:45:43.403 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i love driving but texan drivers make me hate it
[10/27/2025 09:45:43.935 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: them
[10/27/2025 09:48:35.096 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: one time i was driving with my stepdad and he said something about l...
[10/27/2025 09:48:57.416 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: i get so fucking tunnel visioned
[10/27/2025 09:49:16.793 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: i swerve if im looking into my mirrors for too long
[10/27/2025 09:49:29.532 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: tunnel vision was the biggest thing i had to overcome when i got my ...
[10/27/2025 09:50:40.215 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: shoulder checks are the enemy
[10/27/2025 09:50:54.998 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: truth
[10/27/2025 09:51:13.941 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: every time i have to change lanes i say a prayer in case i die
[10/27/2025 09:52:12.549 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: yo just now i started driving and as i pulled onto the road i notice...
[10/27/2025 09:52:24.549 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: idk how that happened cause it was set up when i left the car
[10/27/2025 09:52:44.031 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: but for like 2 minutes i had to drive w no left side mirror
[10/27/2025 09:56:46.482 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: oh also i saw someone hit the pole thing in the entrance to the park...
[10/27/2025 09:58:05.811 PM] Message  || User: _costco_wholesale_  || Channel: #yapper-committee                    || Content: HOWD YOU KNOW
[10/27/2025 09:58:28.579 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: NO WAY
[10/27/2025 09:58:30.011 PM] Message  || User: _costco_wholesale_  || Channel: #yapper-committee                    || Content: I missed my elevator floor to reply to that 💀
[10/27/2025 09:58:30.409 PM] Message  || User: m_digio             || Channel: #cat-name-ideas                      || Content: Yesssss
[10/27/2025 09:58:35.101 PM] React+   || User: m_digio             || Channel: #cat-name-ideas                      || emoji=✅; msg="ben dover" by emiximez
[10/27/2025 09:58:35.927 PM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=😭; msg="I missed my elevator floor to reply to t..." by _costco_wholesale_
[10/27/2025 09:58:36.304 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: ARE YOU FR
[10/27/2025 09:58:40.275 PM] React+   || User: m_digio             || Channel: #report-new-cats                     || emoji=❤️; msg="cutie at mac" by emiximez
[10/27/2025 09:58:46.391 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: how did you manage that 😭 😭
[10/27/2025 09:59:15.151 PM] Message  || User: m_digio             || Channel: #events                              || Content: Used it once, smelled like shit
[10/27/2025 09:59:25.710 PM] Message  || User: m_digio             || Channel: #events                              || Content: Like literally the WORST bo ever
[10/27/2025 10:01:57.162 PM] Message  || User: _costco_wholesale_  || Channel: #yapper-committee                    || Content: 🧍‍♀️
[10/27/2025 10:03:34.338 PM] Message  || User: _costco_wholesale_  || Channel: #yapper-committee                    || Content: that’s a cute car
[10/27/2025 10:14:33.676 PM] React+   || User: kitadan             || Channel: #cat-name-ideas                      || emoji=✅; msg="ben dover" by emiximez
[10/27/2025 10:17:20.244 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: playing this game actually improved my focus and reaction time 💀
[10/27/2025 10:17:37.478 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: sorry for the terrible driving i just upgraded to a stronger wheelba...
[10/27/2025 10:18:38.863 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="i cannot text and drive i’m i’m one of t..." by izzyballz
[10/27/2025 10:18:52.978 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="i get so fucking tunnel visioned" by racerdg
[10/27/2025 10:19:04.140 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: esp w my shit alignment
[10/27/2025 10:21:47.675 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: https://tenor.com/view/the-toad-huzzah-a-man-of-quality-flushed-away...
[10/27/2025 10:21:48.152 PM] Edit     || User: kcreepertux04       || Channel: #yapper-committee                    || https://tenor.com/view/the-toad-huzzah-a-man-of-quality-flushed-away-gif-2110...
[10/27/2025 10:21:57.990 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: i am more of an F1 25 kinda guy myself
[10/27/2025 10:22:42.257 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: and with tire degredation turned off, so real. tire management? i ba...
[10/27/2025 10:22:55.696 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: what's your fastest monaco lap
[10/27/2025 10:23:07.739 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: monaco scares me
[10/27/2025 10:23:09.170 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: mine's a 1:11.4 in a ferrari
[10/27/2025 10:23:15.799 PM] Message  || User: gupguppy            || Channel: #itty-bitty-kitty-commitee           || Content: so awkward
[10/27/2025 10:23:17.941 PM] Message  || User: gupguppy            || Channel: #itty-bitty-kitty-commitee           || Content: can they not
[10/27/2025 10:23:19.075 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: id have to look and see
[10/27/2025 10:23:44.287 PM] Message  || User: gupguppy            || Channel: #itty-bitty-kitty-commitee           || Content: what's even the end goal like what do they get out of this lol
[10/27/2025 10:23:51.176 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: hell is waiting for your instant pho to cook after eating a protein ...
[10/27/2025 10:24:03.788 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: as a viet what brand is it
[10/27/2025 10:24:06.130 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i have to stop doing this shit i need to stop waking up late so i ca...
[10/27/2025 10:24:08.589 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: snapdragon
[10/27/2025 10:24:09.313 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: i also race in a haas cuz i hate myself <3
[10/27/2025 10:24:16.476 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: snapdragon?
[10/27/2025 10:24:21.957 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: the costco one
[10/27/2025 10:24:24.664 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: ain't that a phone chip company
[10/27/2025 10:24:28.312 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: ferrari engine so close enough
[10/27/2025 10:24:35.945 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: also we should move the game talk to #gamercats
[10/27/2025 10:25:00.863 PM] Message  || User: izzyballz           || Channel: #itty-bitty-kitty-commitee           || Content: fuck if i know man
[10/27/2025 10:25:08.187 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: costco when they get it right they hit
[10/27/2025 10:25:14.313 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: so i will have to look for them
[10/27/2025 10:25:19.455 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: this one is genuinely amazing you must try
[10/27/2025 10:25:33.489 PM] Roles    || User: racerdg             || Guild: Campus Cat Coalition                   || added=['gamercats']; removed=[]
[10/27/2025 10:25:33.543 PM] React+   || User: racerdg             || Channel: #get-roles                           || emoji=🎮; msg="**Role Menu: Gaming Chat**
Please select..." by Carl-bot
[10/27/2025 10:25:36.664 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: my mom bought 3 boxes of it
[10/27/2025 10:26:44.509 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: have you ever had these
[10/27/2025 10:26:53.725 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i grew up on it
[10/27/2025 10:27:30.536 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: IT SO GOOD
[10/27/2025 10:27:36.860 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i had it one time at a speech and debate comp
[10/27/2025 10:27:56.326 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: fire ass spech and debate comp
[10/27/2025 10:28:03.298 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || fire ass spech and debate comp -> fire ass speech and debate comp
[10/27/2025 10:28:43.438 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: ooo
[10/27/2025 10:29:02.881 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: idk why i never even considered that there could be instant pho
[10/27/2025 10:29:09.312 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: they create a horrendous amount of plastic waste
[10/27/2025 10:29:23.986 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: but they're good
[10/27/2025 10:29:31.677 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: tried to find it but couldnt </3 i did it so long ago tho so idr wha...
[10/27/2025 10:30:39.509 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: tried to do the COTA challenge and couldnt get faster than i think l...
[10/27/2025 10:30:53.772 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: do you drive with assists
[10/27/2025 10:31:14.247 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: girl i threw every assist possible on to try and beat that time
[10/27/2025 10:31:25.854 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: tried every combination and couldnt get it </3
[10/27/2025 10:31:57.856 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: i play with minimal assists, i just like driving and having fun idc ...
[10/27/2025 10:32:29.852 PM] Edit     || User: kcreepertux04       || Channel: #yapper-committee                    || i play with minimal assists, i just like driving and having fun idc about it ...
[10/27/2025 10:32:33.730 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i think assists teach you bad driving habits
