[10/13/2025 12:03:13.206 AM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: STOP IM GOING TO STUDY LAW
[10/13/2025 07:03:47.911 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: 😭
[10/13/2025 07:04:05.500 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: i fucking LOVE Mineclash
[10/13/2025 07:04:14.947 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: i always try to get people to do some sort of mineclash thing w me
[10/13/2025 07:04:30.100 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: ive watched all of bookcraft and am,,, somewhere in dogcraft
[10/13/2025 07:04:32.557 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: i’m actively rewatching the monday series she did
[10/13/2025 07:04:35.720 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="i’m actively rewatching the monday serie..." by simplyshadow171295
[10/13/2025 07:04:43.908 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: dogcraft beloved …
[10/13/2025 07:04:57.492 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: she made a mod based off of it!
[10/13/2025 07:05:05.933 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: yes !
[10/13/2025 07:05:08.367 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: but its v old
[10/13/2025 07:05:12.502 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: not updated
[10/13/2025 07:05:41.429 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: i love watching her mermaid series w amy,,, ik i watched all of the ...
[10/13/2025 07:05:44.819 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: idk i just bought it like literally wednesday last week and it works
[10/13/2025 07:05:47.784 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: whatever had a dome under the sea
[10/13/2025 07:05:49.797 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="idk i just bought it like literally wedn..." by simplyshadow171295
[10/13/2025 07:05:52.292 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: BOUGHT
[10/13/2025 07:05:55.624 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: ohhh candy isle
[10/13/2025 07:06:01.674 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: hold on 5 seconds
[10/13/2025 07:06:03.584 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: yes it’s a bedrock add-on
[10/13/2025 07:06:21.934 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: her version
[10/13/2025 07:06:25.156 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: ohhh then thats different me thinks from java mods
[10/13/2025 07:06:36.476 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: yes my b i should’ve clarified
[10/13/2025 07:06:40.180 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: urrr so okay
[10/13/2025 07:06:52.936 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: the dogcraft mod she uses is indeed old tho
[10/13/2025 07:07:24.069 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="yes my b i should’ve clarified" by simplyshadow171295
[10/13/2025 07:07:25.674 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: yes yes
[10/13/2025 07:07:30.611 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: i just call the bedrock add-ons mods because . they’re just mods you...
[10/13/2025 07:07:31.317 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: just saw her last vid was 11 months ago
[10/13/2025 07:07:33.272 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: aurgh
[10/13/2025 07:07:38.267 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="i just call the bedrock add-ons mods bec..." by simplyshadow171295
[10/13/2025 07:08:06.862 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: her last minecraft one was 6 months ago … she talked about the happy...
[10/13/2025 07:09:06.240 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="her last minecraft one was 6 months ago ..." by simplyshadow171295
[10/13/2025 07:10:00.292 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: my grandmother called her la gritona because she yelled so much in h...
[10/13/2025 07:10:05.250 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: oml scrolled to find the game she played “paws” and i saw mystuc mes...
[10/13/2025 07:10:08.382 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="my grandmother called her la gritona bec..." by simplyshadow171295
[10/13/2025 07:10:46.707 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: her playing the shelter franchise made me buy my first ever game on ...
[10/13/2025 07:10:57.165 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: saved up my allowance for shelter 2
[10/13/2025 07:12:23.672 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: she also got me into shubble (either UHShe or the deep end, honestly...
[10/13/2025 07:14:58.072 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="her playing the shelter franchise made m..." by simplyshadow171295
[10/13/2025 07:15:04.362 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="she also got me into shubble (either UHS..." by simplyshadow171295
[10/13/2025 07:15:20.237 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: when she moved to the mesa irl
[10/13/2025 07:15:24.478 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: i knew i wanted that to be me
[10/13/2025 07:15:48.396 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: i rmbr wanting to make her dog biscuits sb too
[10/13/2025 07:18:52.289 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: frfr
[10/13/2025 07:41:39.350 PM] Message  || User: austinbaustinb      || Channel: #thomas-cat-sandbox                  || Content: Tomcat who feeds today
[10/13/2025 07:41:39.350 PM] Intent   || feeding_today             ||                                              
[10/13/2025 07:41:41.550 PM] Action   || Name: feeding_today       || Trigger: by=624440365595754496                || Output: sent
[10/13/2025 07:59:15.065 PM] Message  || User: racerdg             || Channel: #feeding-team                        || Content: going to feed snickers before the bot yells at me
[10/13/2025 07:59:15.066 PM] Action   || Name: feed_pending_set    || Trigger: ch=643586809166561310; user=69466... || Output: Snickers
[10/13/2025 07:59:22.878 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: uno game of doom despair
[10/13/2025 08:00:03.362 PM] Action   || Name: feeding_8pm         || Trigger: unfed=3                              || Output: sent
[10/13/2025 08:00:11.173 PM] React+   || User: racerdg             || Channel: #feeding-team                        || emoji=😭; msg="**Currently unfed stations**
• **HOP** →..." by Tom Cat
[10/13/2025 08:00:11.964 PM] React-   || User: unknown             || Channel: #feeding-team                        || emoji=😭; msg="**Currently unfed stations**
• **HOP** →..." by Tom Cat
[10/13/2025 08:01:57.018 PM] Message  || User: lifeye              || Channel: #feeding-team                        || Content: scary bot
[10/13/2025 08:02:06.580 PM] Message  || User: lifeye              || Channel: #feeding-team                        || Content: feeding them late again
[10/13/2025 08:02:09.477 PM] Message  || User: lifeye              || Channel: #feeding-team                        || Content: it shall be done
[10/13/2025 08:05:11.814 PM] Message  || User: slayc127            || Channel: #feeding-team                        || Content: shame on u /j
[10/13/2025 08:07:57.546 PM] Action   || Name: gmail_log_scheduler || Trigger: found=1                              || Output: logged=1
[10/13/2025 08:07:57.661 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Sophia Herrera $6.00 on 2025-08-26
[10/13/2025 08:07:57.663 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Jordin Baylee $5.00 on 2025-08-26
[10/13/2025 08:07:57.663 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Axel Torres $24.25 on 2025-08-22
[10/13/2025 08:07:57.665 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Megan Digiovanni $47.62 on 2025-08-26
[10/13/2025 08:07:57.665 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: M. Padron $20.00 on 2025-08-26
[10/13/2025 08:07:57.667 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Sophia Herrera $6.00 on 2025-08-26
[10/13/2025 08:07:57.667 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Addison Loera $8.00 on 2025-08-26
[10/13/2025 08:07:57.669 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Amber Thomas $5.00 on 2025-08-26
[10/13/2025 08:07:57.669 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Jordin Baylee $5.00 on 2025-08-26
[10/13/2025 08:07:57.671 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Kathleen Cantu $1.00 on 2025-08-26
[10/13/2025 08:07:57.671 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Amber Thomas $3.00 on 2025-08-26
[10/13/2025 08:07:57.672 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Rob Jimenez $3.00 on 2025-08-26
[10/13/2025 08:07:57.672 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Daniel Brantley $3.00 on 2025-08-26
[10/13/2025 08:07:57.674 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Isabella Klein $9.70 on 2025-08-26
[10/13/2025 08:07:57.674 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Wix $25.98 on 2025-08-26
[10/13/2025 08:07:57.676 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Nelda Hernandez $2.00 on 2025-08-26
[10/13/2025 08:07:57.676 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Troy Broome $1.00 on 2025-08-26
[10/13/2025 08:07:57.676 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Div Bits $2.00 on 2025-08-26
[10/13/2025 08:07:57.678 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Jacob Sandoval $1.00 on 2025-08-26
[10/13/2025 08:07:57.678 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Aubrey Cunningham $10.00 on 2025-08-26
[10/13/2025 08:07:57.680 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Maxwell Preston $5.00 on 2025-08-26
[10/13/2025 08:07:57.680 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Sophia Herrera $6.00 on 2025-08-26
[10/13/2025 08:07:57.682 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Derek Fuentes $25.98 on 2025-08-26
[10/13/2025 08:07:57.682 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Miguel V $5.00 on 2025-08-26
[10/13/2025 08:07:57.685 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Nelda Hernandez $3.00 on 2025-08-26
[10/13/2025 08:07:57.685 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Megan Digiovanni $130.00 on 2025-08-26
[10/13/2025 08:07:57.687 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Pedro Savala $5.00 on 2025-08-27
[10/13/2025 08:07:57.687 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Jonathan Mcgeever $5.00 on 2025-08-27
[10/13/2025 08:07:57.688 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: NNT PETSMART # $32.46 on 2025-08-06
[10/13/2025 08:07:57.688 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Py Store Here Pantego $54.00 on 2025-08-20
[10/13/2025 08:07:57.690 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: Megan Digiovanni $74.92 on 2025-07-30
[10/13/2025 08:07:57.690 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: TOMAHAWK LIVE TRAP $581.62 on 2025-05-12
[10/13/2025 08:07:57.690 PM] Action   || Name: finance_skip_dup... || Trigger: buffer                               || Output: TOMAHAWK LIVE TRAP $581.62 on 2025-05-12
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Cynthia griffith $10.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Caleb Moran $4.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Alberto $6.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $2.91 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: tay $5.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $2.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Maria Olds $10.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Mario Rodriguez $3.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Elisha Taylor $5.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $3.00 on 2025-04-16
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Isabella Klein $9.70 on 2025-08-26
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $2.00 on 2025-08-26
[10/13/2025 08:08:01.726 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Troy Broome $1.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Div Bits $2.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $1.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Aubrey Cunningham $10.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Maxwell Preston $5.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Sophia Herrera $6.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Miguel V $5.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $3.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Megan Digiovanni $130.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Pedro Savala $5.00 on 2025-08-27
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jonathan Mcgeever $5.00 on 2025-08-27
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Axel Torres $24.25 on 2025-08-22
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: M. Padron $20.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Addison Loera $8.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $5.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kathleen Cantu $1.00 on 2025-08-26
[10/13/2025 08:08:01.742 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $3.00 on 2025-08-26
[10/13/2025 08:08:01.758 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Rob Jimenez $3.00 on 2025-08-26
[10/13/2025 08:08:01.758 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Daniel Brantley $3.00 on 2025-08-26
[10/13/2025 08:08:01.758 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kylie Crook $5.00 on 2025-09-16
[10/13/2025 08:08:01.758 PM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jenny Nguyen $9.70 on 2025-09-03
[10/13/2025 08:08:04.006 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-04-20
[10/13/2025 08:08:04.010 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: j s $11.68 on 2025-04-22
[10/13/2025 08:08:04.010 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-04-26
[10/13/2025 08:08:04.010 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-08-26
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $25.98 on 2025-08-26
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-08-20
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $47.62 on 2025-08-26
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: NNT PETSMART # $32.46 on 2025-08-06
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $74.92 on 2025-07-30
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: TOMAHAWK LIVE TRAP $581.62 on 2025-05-11
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-05-20
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $72.45 on 2025-05-23
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-05-26
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $89.91 on 2025-10-05
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: DOMINO'S $60.57 on 2025-09-09
[10/13/2025 08:08:04.013 PM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $20.00 on 2025-09-10
[10/13/2025 08:29:06.420 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=💕; msg="@​everyone its that time guys...we are o..." by slayc127
[10/13/2025 08:29:06.789 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:balloonboi:933099871257382983>; msg="@​everyone its that time guys......
[10/13/2025 08:29:07.223 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=😭; msg="@​everyone its that time guys...we are o..." by slayc127
[10/13/2025 08:29:07.782 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=🥺; msg="@​everyone its that time guys...we are o..." by slayc127
[10/13/2025 08:29:08.494 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=🔥; msg="@​everyone its that time guys...we are o..." by slayc127
[10/13/2025 08:29:09.105 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:macrowave:857753712591634442>; msg="@​everyone its that time guys...w...
[10/13/2025 08:29:11.984 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=🫶; msg="@​everyone its that time guys...we are o..." by slayc127
[10/13/2025 08:29:16.397 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:bonk:938137574193643601>; msg="@​everyone its that time guys...we are...
[10/13/2025 08:29:21.016 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=✨; msg="@​everyone its that time guys...we are o..." by slayc127
[10/13/2025 08:29:28.699 PM] React+   || User: moineau_l.oiseau    || Channel: #announcements                       || emoji=<:catthumbsup:931115163317329920>; msg="@​everyone its that time guys.....
[10/13/2025 08:31:13.052 PM] Message  || User: m_digio             || Channel: #purrley-pawsitive-pussy-pals        || Content: Dinter
[10/13/2025 08:31:25.549 PM] React+   || User: m_digio             || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1427439268011311235
[10/13/2025 08:33:23.905 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=1)
[10/13/2025 08:40:24.280 PM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: big lights on in the lounge, that is a cardinal sin
[10/13/2025 08:42:30.694 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i was trying to lock in
[10/13/2025 08:57:23.310 PM] Message  || User: .bettercalljack     || Channel: #pictures-of-the-cats                || Content: (no text; attachments=4)
[10/13/2025 08:57:25.321 PM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=4
[10/13/2025 09:04:43.365 PM] Message  || User: .bettercalljack     || Channel: #pictures-of-the-cats                || Content: (no text; attachments=2)
[10/13/2025 09:04:44.955 PM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=2
[10/13/2025 09:06:55.692 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="uno game of doom despair" by slayc127
[10/13/2025 09:07:02.297 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="big lights on in the lounge, that is a c..." by celeryiscelery
[10/13/2025 09:17:37.725 PM] Message  || User: bixzu               || Channel: #pictures-of-the-cats                || Content: kibby . . .
[10/13/2025 09:20:36.658 PM] Message  || User: .bettercalljack     || Channel: #memes                               || Content: Songs have been added to the shitty song playlist. Study at your own...
[10/13/2025 09:23:54.732 PM] Message  || User: racerdg             || Channel: #pictures-of-the-cats                || Content: twixieee
[10/13/2025 09:24:15.043 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: even tho i only feed once a week
[10/13/2025 09:24:23.597 PM] React+   || User: pancakemixteamdj    || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1427439268011311235
[10/13/2025 09:24:26.119 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: i get scared every time i go home and am on the highway
[10/13/2025 09:24:37.813 PM] Message  || User: spitonme            || Channel: #feeding-team                        || Content: and im like what if i told henry i forgot ,,,,
[10/13/2025 09:35:33.867 PM] Message  || User: wavframe            || Channel: #memes                               || Content: (no text; attachments=1)
[10/13/2025 09:35:43.937 PM] Message  || User: wavframe            || Channel: #memes                               || Content: Mfw when canvas assignment has comments attached
[10/13/2025 09:48:53.651 PM] Message  || User: racerdg             || Channel: #feeding-team                        || Content: it might be worth it to ping feeders and ask them to check their sta...
[10/13/2025 09:52:07.797 PM] Message  || User: racerdg             || Channel: #feeding-team                        || Content: snickers fed
[10/13/2025 09:52:07.797 PM] Action   || Name: feed_pending_exp... || Trigger: ch=643586809166561310; user=69466... || Output: 
[10/13/2025 09:52:07.813 PM] Intent   || feed_update               ||                                               || station=Snickers; dates=['2025-10-13']
[10/13/2025 09:52:09.692 PM] Action   || Name: sheet_mark          || Trigger: station=Snickers date=2025-10-13     || Output: ok
[10/13/2025 09:52:09.692 PM] Action   || Name: feed_update         || Trigger: station=Snickers; dates=2025-10-13   || Output: ok
[10/13/2025 09:52:11.435 PM] Message  || User: cici4f3             || Channel: #pictures-of-the-cats                || Content: she blurred the camera with her aura
[10/13/2025 10:02:50.197 PM] React+   || User: gupguppy            || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1427439268011311235
[10/13/2025 10:05:43.398 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Hey I'm alive (so far)
[10/13/2025 10:07:54.127 PM] Message  || User: racerdg             || Channel: #pictures-of-the-cats                || Content: (no text; attachments=1)
[10/13/2025 10:07:56.452 PM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[10/13/2025 10:09:57.219 PM] React+   || User: kitadan             || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1427493092054798429
[10/13/2025 10:10:03.325 PM] React+   || User: .bettercalljack     || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1427493092054798429
[10/13/2025 10:10:08.452 PM] Message  || User: .bettercalljack     || Channel: #memes                               || Content: (no text; attachments=1)
[10/13/2025 10:11:55.226 PM] React+   || User: pancakemixteamdj    || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1427493092054798429
[10/13/2025 10:13:56.602 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="Hey I'm alive (so far)" by a1darek
[10/13/2025 10:14:03.764 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: hi sienna ♥️
[10/13/2025 10:14:09.606 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: hi to u too derek i guess /silly
[10/13/2025 10:14:14.231 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: lmk how tomorrow goes
[10/13/2025 10:14:21.214 PM] React+   || User: slayc127            || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1427493092054798429
[10/13/2025 10:15:19.553 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: 💀
[10/13/2025 10:15:29.325 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: i have no idea who those two people are but good for them
[10/13/2025 10:15:31.316 PM] React+   || User: gupguppy            || Channel: #yapper-committee                    || emoji=😭; msg="💀" by kcreepertux04
[10/13/2025 10:15:34.002 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: https://tenor.com/view/good-for-her-arrested-development-lucille-blu...
[10/13/2025 10:16:57.046 PM] Message  || User: marciepoo143        || Channel: #yapper-committee                    || Content: LMAMAOAOAOOOOO Yeah
[10/13/2025 10:17:30.263 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: i have no context to all of this but i find the comments on the situ...
[10/13/2025 10:17:48.688 PM] Message  || User: kcreepertux04       || Channel: #yapper-committee                    || Content: “THEY HIT THE PHANTAGON” is one of my favorites
[10/13/2025 10:18:26.068 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="💀" by kcreepertux04
[10/13/2025 10:18:36.933 PM] Message  || User: wavframe            || Channel: #memes                               || Content: Not ultimate custom night 😭
[10/13/2025 10:18:38.587 PM] Edit     || User: kcreepertux04       || Channel: #yapper-committee                    || 💀 -> 💀
[10/13/2025 10:18:38.603 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: (no text; attachments=0)
