[11/08/2025 12:00:05.308 AM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: he will never have to clock into a shift
[11/08/2025 08:32:46.508 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: when they dont want to take it home
[11/08/2025 08:32:52.366 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: im like why would u waste all of this
[11/08/2025 08:32:54.250 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: i rly do get bothered by people that leave leftovers
[11/08/2025 08:32:55.842 PM] React+   || User: kitadan             || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1436901970567888996
[11/08/2025 08:33:03.460 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: confession from hell i have eaten food people left on their plates b...
[11/08/2025 08:33:07.084 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="confession from hell i have eaten food p..." by izzyballz
[11/08/2025 08:33:08.593 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="confession from hell i have eaten food p..." by izzyballz
[11/08/2025 08:33:09.499 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: its like yeah dont over eat but uh eat it when u get home??
[11/08/2025 08:33:09.879 PM] React+   || User: .bettercalljack     || Channel: #feeding-team                        || emoji=❤️; msg="Meow meow meow I'm tomcat.

### This is ..." by adeyumii
[11/08/2025 08:33:10.965 PM] React+   || User: .bettercalljack     || Channel: #feeding-team                        || emoji=❤️; msg="I'll feed Zen when I get off work then." by kitadan
[11/08/2025 08:33:14.642 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: as u should
[11/08/2025 08:33:16.434 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: what thats so
[11/08/2025 08:33:17.670 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: me too
[11/08/2025 08:33:23.154 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: im not judging
[11/08/2025 08:33:27.979 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: im not a cop !
[11/08/2025 08:33:30.850 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: use discernment but food waste genuinely gets to me
[11/08/2025 08:33:37.225 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="use discernment but food waste genuinely..." by slayc127
[11/08/2025 08:33:42.346 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: feel the unc status bc i read this wondering where tf is the fiber at
[11/08/2025 08:33:44.607 PM] React+   || User: .bettercalljack     || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1436901970567888996
[11/08/2025 08:33:47.643 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="feel the unc status bc i read this wonde..." by celeryiscelery
[11/08/2025 08:33:54.442 PM] React+   || User: spitonme            || Channel: #yapper-committee                    || emoji=🐙; msg="feel the unc status bc i read this wonde..." by celeryiscelery
[11/08/2025 08:33:57.347 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: go on back to bad grandpa
[11/08/2025 08:34:03.542 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: Slash silly
[11/08/2025 08:34:05.867 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: (no text; attachments=1)
[11/08/2025 08:34:08.694 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg=1436906667454234746
[11/08/2025 08:34:09.803 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg=1436906667454234746
[11/08/2025 08:34:29.423 PM] React+   || User: spitonme            || Channel: #pictures-of-the-cats                || emoji=🐙; msg=1436901970567888996
[11/08/2025 08:34:55.991 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=😭; msg="feel the unc status bc i read this wonde..." by celeryiscelery
[11/08/2025 08:34:56.365 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: i would definitely be hobbling away in my pjs, night cap, and a candle
[11/08/2025 08:35:05.481 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="i would definitely be hobbling away in m..." by celeryiscelery
[11/08/2025 08:35:06.679 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="i would definitely be hobbling away in m..." by celeryiscelery
[11/08/2025 08:35:08.679 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: so true
[11/08/2025 08:35:24.661 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: u do have a point tho! get your fiber in!
[11/08/2025 08:35:31.445 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: fiber saves lives
[11/08/2025 08:35:49.780 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: no literally like why are you leaving a whole plate of tteokbokki yo...
[11/08/2025 08:35:54.721 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: or the appetizer s
[11/08/2025 08:35:57.658 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: bug n booger
[11/08/2025 08:36:00.139 PM] Edit     || User: izzyballz           || Channel: #yapper-committee                    || or the appetizer s -> or the appetizers
[11/08/2025 08:36:11.487 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: their names r dante and anderson now (🤢)
[11/08/2025 08:36:20.801 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: but they r bug and boogerin my heart
[11/08/2025 08:36:32.475 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: fucking anderson
[11/08/2025 08:36:41.161 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: that cat does not deserve that name
[11/08/2025 08:37:12.077 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="their names r dante and anderson now (🤢)" by coziidruid
[11/08/2025 08:37:21.784 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: anderson is a name of all time........
[11/08/2025 08:37:33.708 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: SAURRRRRR
[11/08/2025 08:37:41.634 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: actually perfect timing lemme grab my phone i have a new bugzie pic
[11/08/2025 08:37:46.124 PM] React+   || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="actually perfect timing lemme grab my ph..." by slayc127
[11/08/2025 08:37:48.259 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: me and the leftover sushi would be going to town i c l
[11/08/2025 08:37:48.778 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: yippee
[11/08/2025 08:38:02.196 PM] React+   || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1436901970567888996
[11/08/2025 08:38:09.471 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: especially because they don’t get soggy like the fried apps do when ...
[11/08/2025 08:38:15.980 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: plus people aren’t really playing in the sushi
[11/08/2025 08:38:19.328 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i’d hope
[11/08/2025 08:38:27.320 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=1)
[11/08/2025 08:38:34.923 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: she is so facking chunky now
[11/08/2025 08:38:43.621 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=😭; msg="feel the unc status bc i read this wonde..." by celeryiscelery
[11/08/2025 08:38:48.613 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: wdym shes full grown now this isnt fair
[11/08/2025 08:38:53.907 PM] React+   || User: coziidruid          || Channel: #executive-board                     || emoji=‼️; msg="i know this discussion has already passe..." by celeryiscelery
[11/08/2025 08:38:54.114 PM] React+   || User: coziidruid          || Channel: #executive-board                     || emoji=👍; msg="i know this discussion has already passe..." by celeryiscelery
[11/08/2025 08:38:56.591 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="wdym shes full grown now this isnt fair" by slayc127
[11/08/2025 08:39:16.914 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i also have a silly pic of murder the cat
[11/08/2025 08:39:20.348 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="i also have a silly pic of murder the ca..." by slayc127
[11/08/2025 08:39:26.638 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i kinda want sushi bad rn
[11/08/2025 08:39:31.019 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: thats kinda crazy
[11/08/2025 08:39:40.557 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: me eating the food or the wasted food
[11/08/2025 08:39:42.757 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: or both
[11/08/2025 08:39:48.083 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I want prosciutto wraps
[11/08/2025 08:39:53.522 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=1)
[11/08/2025 08:39:55.995 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: you eating it 💔
[11/08/2025 08:40:07.338 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: it’s okay i did the same thing when i was a server
[11/08/2025 08:40:11.897 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i’m a weak person 💔
[11/08/2025 08:40:21.089 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=❤️; msg="it’s okay i did the same thing when i wa..." by celeryiscelery
[11/08/2025 08:40:47.224 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: had so many times where the food wasn’t “hot enough” and they sent i...
[11/08/2025 08:40:53.135 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="had so many times where the food wasn’t ..." by celeryiscelery
[11/08/2025 08:41:03.702 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: we discussed this yesterday i really really love food
[11/08/2025 08:41:07.903 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="we discussed this yesterday i really rea..." by izzyballz
[11/08/2025 08:41:13.356 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: that seems less bad to me
[11/08/2025 08:41:22.893 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: even though its like the same thing
[11/08/2025 08:41:24.760 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: food is fuel! as you should
[11/08/2025 08:41:34.528 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: yeah i was gen picking the leftovers off the plate
[11/08/2025 08:41:40.883 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: but like the finger foods 💔
[11/08/2025 08:41:45.558 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Valud
[11/08/2025 08:41:50.416 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i was not playing in peoples half eaten ramen
[11/08/2025 08:41:57.337 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i have some kind of standard
[11/08/2025 08:42:03.903 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: bar is low but present
[11/08/2025 08:42:15.395 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: people don’t understand that you can’t just “send it back”
[11/08/2025 08:42:20.914 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="people don’t understand that you can’t j..." by celeryiscelery
[11/08/2025 08:42:24.086 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=‼️; msg="people don’t understand that you can’t j..." by celeryiscelery
[11/08/2025 08:42:25.221 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: like brother it was made for you, we can’t give it to other customers
[11/08/2025 08:42:47.693 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: unless it was genuinely something you didn’t order or an allergy is ...
[11/08/2025 08:42:51.197 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: it also cant just go back on the grill
[11/08/2025 08:42:55.396 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=‼️; msg="it also cant just go back on the grill" by slayc127
[11/08/2025 08:42:57.689 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: It can go in my mouth
[11/08/2025 08:43:01.345 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: people that would ask me that shit at WAFFLE HOUSE pissed me off
[11/08/2025 08:43:06.340 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: but like why should i not eat this untouched spring roll
[11/08/2025 08:43:06.596 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: nahh
[11/08/2025 08:43:06.935 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: you can always talk to the manager and just get it stricken off your...
[11/08/2025 08:43:10.791 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="you can always talk to the manager and j..." by celeryiscelery
[11/08/2025 08:43:16.324 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="but like why should i not eat this untou..." by izzyballz
[11/08/2025 08:43:27.634 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=‼️; msg="but like why should i not eat this untou..." by izzyballz
[11/08/2025 08:43:32.372 PM] React-   || User: unknown             || Channel: #yapper-committee                    || emoji=‼️; msg="but like why should i not eat this untou..." by izzyballz
[11/08/2025 08:43:50.509 PM] Message  || User: celeryiscelery      || Channel: #yapper-committee                    || Content: so real, spring rolls get stiff so fast so that shit is NOT to be wa...
[11/08/2025 08:44:09.363 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="so real, spring rolls get stiff so fast ..." by celeryiscelery
[11/08/2025 08:44:52.250 PM] Message  || User: coziidruid          || Channel: #executive-board                     || Content: i made an event in the server for the winter shelters event just so ...
[11/08/2025 08:45:40.821 PM] Message  || User: coziidruid          || Channel: #executive-board                     || Content: like. i made it for funsies not so people can look over the info to ...
[11/08/2025 08:45:49.287 PM] React+   || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || emoji=✨; msg=1436907763874795572
[11/08/2025 08:45:52.348 PM] React+   || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg=1436907763874795572
[11/08/2025 08:46:06.225 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: murder!!! the cat!!!!!!
[11/08/2025 08:47:12.565 PM] React+   || User: m_digio             || Channel: #executive-board                     || emoji=❤️; msg="i made an event in the server for the wi..." by coziidruid
[11/08/2025 08:47:27.274 PM] Message  || User: m_digio             || Channel: #executive-board                     || Content: Thank youu
[11/08/2025 08:47:31.342 PM] React+   || User: m_digio             || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="their names r dante and anderson now (🤢)" by coziidruid
[11/08/2025 08:47:41.697 PM] Message  || User: m_digio             || Channel: #executive-board                     || Content: Been needeing to add that
[11/08/2025 08:47:46.745 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: This would be me but if i worked in a place with pastries
[11/08/2025 08:47:47.506 PM] React+   || User: m_digio             || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg=1436908117882437824
[11/08/2025 08:48:41.072 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: SO DO IT
[11/08/2025 08:49:21.462 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: I get 0 buildup on mine I'm ngl it seriously is the easiest piercing...
[11/08/2025 08:49:46.266 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i think kal has some kind of special next week
[11/08/2025 08:49:55.336 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: 20 dollar septum or smth like that
[11/08/2025 08:49:58.228 PM] React+   || User: .s3j                || Channel: #yapper-committee                    || emoji=‼️; msg="confession from hell i have eaten food p..." by izzyballz
[11/08/2025 08:50:25.268 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Yeah
[11/08/2025 08:51:12.160 PM] Message  || User: coziidruid          || Channel: #external-promotions                 || Content: i just put all of them idk idk
[11/08/2025 08:51:12.823 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: <:sideeye:1412870825907851296>
[11/08/2025 08:51:20.021 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: ... when
[11/08/2025 08:51:29.975 PM] React+   || User: coziidruid          || Channel: #external-promotions                 || emoji=🤣; msg="if youre really uncomfortable and dont w..." by melennui
[11/08/2025 08:51:46.577 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: I want my industrial so bad (excluded from the special but nonethele...
[11/08/2025 08:51:47.992 PM] React+   || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg=1436908117882437824
[11/08/2025 08:52:00.910 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: Next week
[11/08/2025 08:52:10.739 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: kazius is getting a tattoo next friday at 3pm if u would like to joi...
[11/08/2025 08:52:15.331 PM] React+   || User: coziidruid          || Channel: #external-promotions                 || emoji=🤣; msg="thats a good point!! my next surveys are..." by melennui
[11/08/2025 08:52:18.492 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Murder was a moth in their past life
[11/08/2025 08:52:18.976 PM] React+   || User: slayc127            || Channel: #executive-board                     || emoji=❤️; msg="i made an event in the server for the wi..." by coziidruid
[11/08/2025 08:52:29.551 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="Murder was a moth in their past life" by a1darek
[11/08/2025 08:52:30.488 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="Murder was a moth in their past life" by a1darek
[11/08/2025 08:52:31.108 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: KAZIUS TATTOO??
[11/08/2025 08:52:33.905 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: so true
[11/08/2025 08:52:47.656 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: The whole week??
[11/08/2025 08:52:51.489 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: calico critters tattoo :3 for free :3
[11/08/2025 08:52:54.744 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: Just checked
[11/08/2025 08:52:54.928 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: ty seja
[11/08/2025 08:52:55.068 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: fuck i lied
[11/08/2025 08:52:57.914 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="fuck i lied" by izzyballz
[11/08/2025 08:52:57.996 PM] React+   || User: coziidruid          || Channel: #pictures-of-the-cats                || emoji=✨; msg="Holy COW (literally)" by .s3j
[11/08/2025 08:52:58.564 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: (no text; attachments=1)
[11/08/2025 08:53:00.314 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: Apparently Tuesday Wednesday
[11/08/2025 08:53:01.428 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: HUH
[11/08/2025 08:53:03.775 PM] React+   || User: .s3j                || Channel: #yapper-committee                    || emoji=‼️; msg=1436911418460082276
[11/08/2025 08:53:06.417 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: hehehehehhehe
[11/08/2025 08:53:08.043 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: Ofccc
[11/08/2025 08:53:14.848 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: next time im on my phone derek ill send u the info
[11/08/2025 08:53:29.844 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg=1436911418460082276
[11/08/2025 08:53:31.837 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: Kazius u are evil for withholding this info from me
[11/08/2025 08:53:35.892 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="Kazius u are evil for withholding this i..." by a1darek
[11/08/2025 08:53:39.128 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: im SAWRY
[11/08/2025 08:53:39.546 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: You hate me and want me to die!!
[11/08/2025 08:53:43.353 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: NOOOOOOOOO
[11/08/2025 08:53:47.887 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: <:bawhowho:1415189116647374929>
[11/08/2025 08:53:52.870 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: im getting mine to celebrate finishing my honors project
[11/08/2025 08:54:20.605 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: sigh i need to lock in but text me so ill remember derk
[11/08/2025 08:54:27.135 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: no it's fine
[11/08/2025 08:54:36.441 PM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: pouts in corner
[11/08/2025 08:54:55.206 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: I got this tat with the apprentice, kaz
[11/08/2025 08:55:18.888 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: She's so amazong you'll be in good hands
[11/08/2025 08:56:04.486 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="I got this tat with the apprentice, kaz" by .s3j
[11/08/2025 08:56:06.191 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="pouts in corner" by a1darek
[11/08/2025 08:56:10.068 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: YASSSSSSS
[11/08/2025 08:56:13.613 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: very excited
[11/08/2025 08:56:25.246 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: i only have one tattoo so this is so perfect
[11/08/2025 08:57:41.707 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: you tempt me
[11/08/2025 08:57:49.561 PM] Message  || User: .s3j                || Channel: #yapper-committee                    || Content: So excited for uuuu
[11/08/2025 08:58:20.511 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="So excited for uuuu" by .s3j
[11/08/2025 08:58:23.432 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=❤️; msg="So excited for uuuu" by .s3j
[11/08/2025 08:58:24.759 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: hehehe
[11/08/2025 08:59:18.091 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=‼️; msg=1436911418460082276
[11/08/2025 08:59:49.220 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I want a tattoo but a sleeve of pusheen
[11/08/2025 08:59:57.974 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: So will wait
[11/08/2025 09:08:01.448 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: guys
[11/08/2025 09:08:20.848 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: in approximately 6 days i will never have to think about the honors ...
[11/08/2025 09:08:27.974 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: life can be gracious. eventually.
[11/08/2025 09:20:21.527 PM] React+   || User: masoswen            || Channel: #announcements                       || emoji=<:sad_cat:828777514335600641>; msg="hi @​everyone, last month we got ne...
[11/08/2025 09:21:15.697 PM] React+   || User: petrichor           || Channel: #report-new-cats                     || emoji=‼️; msg="no pic = no proof = no cat" by simplyshadow171295
[11/08/2025 09:43:03.862 PM] React+   || User: orphean_            || Channel: #pictures-of-the-cats                || emoji=‼️; msg="Post exam mikey" by m_digio
[11/08/2025 09:47:36.541 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: my greed sickens me
[11/08/2025 09:48:00.040 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="my greed sickens me" by izzyballz
[11/08/2025 09:50:25.759 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: and i’m eating it in my car like some kind of animal
[11/08/2025 09:51:00.144 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i’m not allowed to buy myself food without asking the rest of the ho...
[11/08/2025 09:51:22.403 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: so i’m forced to scavenge
[11/08/2025 09:52:25.795 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: cons of having parents that grew up in squalor
[11/08/2025 09:52:41.253 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: they’re weird ab food
[11/08/2025 09:53:45.494 PM] React+   || User: kitadan             || Channel: #yapper-committee                    || emoji=😆; msg="my greed sickens me" by izzyballz
[11/08/2025 09:53:54.685 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: and i’m listening to phoebe bridgers
[11/08/2025 09:54:18.772 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: niche aesthetic
[11/08/2025 09:54:33.077 PM] Message  || User: cici4f3             || Channel: #yapper-committee                    || Content: mmmmm poke bowl
[11/08/2025 09:58:35.387 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: it is almost new year’s resolution season guys
[11/08/2025 09:58:54.618 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: get planning
[11/08/2025 09:59:28.141 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="it is almost new year’s resolution seaso..." by izzyballz
[11/08/2025 10:00:03.424 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i really love a resolution i live my dream life for like two weeks
[11/08/2025 10:00:23.683 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: then i fall victim to the Horrors
[11/08/2025 10:01:24.457 PM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=😆; msg="my greed sickens me" by izzyballz
[11/08/2025 10:01:26.656 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: real
[11/08/2025 10:01:32.827 PM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=😆; msg="it is almost new year’s resolution seaso..." by izzyballz
[11/08/2025 10:03:33.729 PM] Message  || User: kukieari            || Channel: #yapper-committee                    || Content: (no text; attachments=0)
[11/08/2025 10:03:37.446 PM] Message  || User: kukieari            || Channel: #yapper-committee                    || Content: i love this sticker
[11/08/2025 10:03:39.497 PM] Message  || User: kukieari            || Channel: #yapper-committee                    || Content: that damn smirk
[11/08/2025 10:07:48.093 PM] React+   || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1436901970567888996
[11/08/2025 10:08:22.911 PM] Message  || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || Content: silly lil guy
[11/08/2025 10:08:44.203 PM] React+   || User: not_d3fault_1420    || Channel: #report-new-cats                     || emoji=‼️; msg="no pic = no proof = no cat" by simplyshadow171295
[11/08/2025 10:13:35.171 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i’m dead
[11/08/2025 10:13:54.864 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: my sister
