[11/12/2025 12:00:04.282 AM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: im loling
[11/12/2025 09:01:03.023 PM] Action   || Name: feed_update         || Trigger: station=Lot 50; dates=2025-11-12     || Output: ok
[11/12/2025 09:01:03.631 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: like monday
[11/12/2025 09:01:09.701 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: monday night
[11/12/2025 09:01:26.232 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: the cover went up today though
[11/12/2025 09:02:37.067 PM] Message  || User: pancakemixteamdj    || Channel: #pictures-of-the-cats                || Content: Don’t be me guys
[11/12/2025 09:02:46.917 PM] React+   || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || emoji=😆; msg="Don’t be me guys" by pancakemixteamdj
[11/12/2025 09:02:59.078 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: okay WHAT is going on at brazos
[11/12/2025 09:04:30.717 PM] Message  || User: pancakemixteamdj    || Channel: #pictures-of-the-cats                || Content: (no text; attachments=1)
[11/12/2025 09:05:01.968 PM] Message  || User: pancakemixteamdj    || Channel: #pictures-of-the-cats                || Content: @𓃠 miranda 𓃠
[11/12/2025 09:07:38.085 PM] Message  || User: pancakemixteamdj    || Channel: #pictures-of-the-cats                || Content: He be so adorable right now
[11/12/2025 09:09:33.345 PM] Message  || User: pancakemixteamdj    || Channel: #pictures-of-the-cats                || Content: (no text; attachments=1)
[11/12/2025 09:16:36.222 PM] React+   || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || emoji=🔥; msg="fire" by slayc127
[11/12/2025 09:16:40.466 PM] React+   || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="got a new fit AND doc martens #W" by slayc127
[11/12/2025 09:17:21.870 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: @kazius [membership+fundraising] @mckayla [retired] I think I'm beco...
[11/12/2025 09:17:34.222 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="@kazius [membership+fundraising] @mckayl..." by _rambone_
[11/12/2025 09:17:38.254 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: NOOOOOOOO
[11/12/2025 09:17:47.263 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: U CANT KEEP DOING THIS /SILLY /LH
[11/12/2025 09:17:57.598 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: ur gonna be the reason a tracker gets put on them
[11/12/2025 09:18:03.921 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: Yea
[11/12/2025 09:18:10.675 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: My new goal honestly
[11/12/2025 09:18:50.845 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="My new goal honestly" by _rambone_
[11/12/2025 09:19:04.549 PM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[11/12/2025 09:19:04.549 PM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[11/12/2025 09:19:04.553 PM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[11/12/2025 09:19:17.332 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: who is now entertaining kazius
[11/12/2025 09:26:23.860 PM] React+   || User: kukieari            || Channel: #pictures-of-the-cats                || emoji=👍; msg="petition to adopt all the kittens into o..." by simplyshadow171295
[11/12/2025 09:26:29.025 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: man yapper committee is slacking
[11/12/2025 09:26:49.627 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: <:balloonboi:933099871257382983>
[11/12/2025 09:27:50.828 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: smh
[11/12/2025 09:29:48.882 PM] Message  || User: reyesthighs         || Channel: #yapper-committee                    || Content: My new styling technique has me doing the fent lean in my shower
[11/12/2025 09:30:42.801 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: elderflower tea
[11/12/2025 09:30:45.581 PM] React+   || User: kitadan             || Channel: #pictures-of-the-cats                || emoji=😆; msg="Don’t be me guys" by pancakemixteamdj
[11/12/2025 09:31:24.961 PM] React+   || User: kitadan             || Channel: #pictures-of-the-cats                || emoji=❤️; msg=1438365142189342872
[11/12/2025 09:34:34.573 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: i went there once and i still think abt it
[11/12/2025 09:36:09.756 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: help my children love each other 😭 😭 😭
[11/12/2025 09:36:15.850 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=2)
[11/12/2025 09:36:35.920 PM] Message  || User: coziidruid          || Channel: #purrley-pawsitive-pussy-pals        || Content: ignore the. whole room. depression. and washing sheets rn.
[11/12/2025 09:37:22.357 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: yesterday had 583 reasons to not entertain kazius /silly
[11/12/2025 09:37:25.961 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: ALSO TY FOR THE PENS
[11/12/2025 09:37:30.148 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: UR SO WELCOME
[11/12/2025 09:37:32.882 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: i.hope they work well
[11/12/2025 09:37:39.179 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="i went there once and i still think abt ..." by coziidruid
[11/12/2025 09:37:41.761 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="ignore the. whole room. depression. and ..." by coziidruid
[11/12/2025 09:37:43.667 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg=1438371863406313674
[11/12/2025 09:37:47.045 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: kithes to them
[11/12/2025 09:39:46.467 PM] React+   || User: petrichor           || Channel: #yapper-committee                    || emoji=😋; msg="elderflower tea" by yaeji
[11/12/2025 09:45:14.537 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="@kazius [membership+fundraising] @mckayl..." by _rambone_
[11/12/2025 09:45:16.975 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="My new goal honestly" by _rambone_
[11/12/2025 09:45:19.209 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg=1438371863406313674
[11/12/2025 09:45:32.345 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="i went there once and i still think abt ..." by coziidruid
[11/12/2025 09:45:34.363 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="ignore the. whole room. depression. and ..." by coziidruid
[11/12/2025 09:46:02.554 PM] Message  || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || Content: forgot to send pics earlier. @e l u s i v e brought out some string ...
[11/12/2025 09:46:04.207 PM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=7
[11/12/2025 09:46:04.236 PM] Message  || User: slayc127            || Channel: #external-promotions                 || Content: reposting this :3
[11/12/2025 09:46:35.574 PM] Message  || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || Content: (corona was being a creep in the other parking lot. toblerone was at...
[11/12/2025 09:47:11.796 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: reminder to come see my honors presentation on friday 11:30-1:30! it...
[11/12/2025 09:51:21.853 PM] React+   || User: _costco_wholesale_  || Channel: #pictures-of-the-cats                || emoji=😆; msg="Don’t be me guys" by pancakemixteamdj
[11/12/2025 09:51:59.856 PM] React+   || User: _costco_wholesale_  || Channel: #itty-bitty-kitty-commitee           || emoji=‼️; msg="guys we need to save her" by slayc127
[11/12/2025 09:52:13.244 PM] Message  || User: void_now            || Channel: #pictures-of-the-cats                || Content: Im scared
[11/12/2025 09:52:14.007 PM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[11/12/2025 09:54:58.109 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I will go
[11/12/2025 09:55:19.750 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Moght be late bc of group project
[11/12/2025 09:55:51.246 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: Hey chat
[11/12/2025 09:56:00.803 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: Is it a bad sign if my boiled eggs have circles
[11/12/2025 09:56:57.786 PM] Message  || User: cici4f3             || Channel: #pictures-of-the-cats                || Content: they look like they're pointing and laughing at you here
[11/12/2025 09:56:58.678 PM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[11/12/2025 09:57:22.898 PM] React+   || User: slayc127            || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 09:57:27.244 PM] Message  || User: slayc127            || Channel: #pictures-of-the-cats                || Content: this is killing me
[11/12/2025 09:57:30.960 PM] Edit     || User: cici4f3             || Channel: #pictures-of-the-cats                || they look like they're pointing and laughing at you here -> they look like th...
[11/12/2025 09:57:30.960 PM] Message  || User: slayc127            || Channel: #pictures-of-the-cats                || Content: (no text; attachments=0)
[11/12/2025 09:57:39.546 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: what does that mean
[11/12/2025 09:57:47.009 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="what does that mean" by racerdg
[11/12/2025 09:58:09.368 PM] React+   || User: _costco_wholesale_  || Channel: #yapper-committee                    || emoji=‼️; msg="what does that mean" by racerdg
[11/12/2025 09:58:32.153 PM] React+   || User: _costco_wholesale_  || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 09:58:41.508 PM] React+   || User: void_now            || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 09:58:49.314 PM] Message  || User: void_now            || Channel: #pictures-of-the-cats                || Content: oh my god they do
[11/12/2025 09:58:53.231 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Circles in what
[11/12/2025 09:58:57.011 PM] Message  || User: void_now            || Channel: #pictures-of-the-cats                || Content: this is unreal
[11/12/2025 09:59:20.815 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Loke where
[11/12/2025 09:59:25.249 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: like
[11/12/2025 09:59:27.656 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: on it
[11/12/2025 09:59:29.199 PM] React+   || User: .bettercalljack     || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 09:59:32.259 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: hol up
[11/12/2025 09:59:32.747 PM] React+   || User: the.lemonade.stand  || Channel: #purrley-pawsitive-pussy-pals        || emoji=😟; msg=1438305572314415206
[11/12/2025 10:00:06.723 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: (no text; attachments=2)
[11/12/2025 10:00:18.077 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: ew
[11/12/2025 10:00:19.515 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: censored cause it's like a lot of holes
[11/12/2025 10:00:23.851 PM] Message  || User: racerdg             || Channel: #pictures-of-the-cats                || Content: <:rigbypoint:1429650660248391690>
[11/12/2025 10:00:49.089 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: undercooked maybe
[11/12/2025 10:01:01.857 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: its probably fine
[11/12/2025 10:02:22.729 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Ive never eaten boiled eggs but reddit says that its from cooking to...
[11/12/2025 10:02:23.151 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: the other eggs didnt turn out like that
[11/12/2025 10:02:34.242 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Probably cooking issue then
[11/12/2025 10:03:03.700 PM] Message  || User: petrichor           || Channel: #yapper-committee                    || Content: it looks okay to be consumed, usually just from being cooked weirdly...
[11/12/2025 10:03:04.087 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: i vote to eat it and see what happens
[11/12/2025 10:03:27.428 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: mmmm
[11/12/2025 10:03:30.657 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: im gonna eat the others
[11/12/2025 10:03:40.237 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: ill update if i end up in the hospital or shit my guts out
[11/12/2025 10:03:44.639 PM] React+   || User: izzyballz           || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 10:04:00.090 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Its def airbubbles but idk where from
[11/12/2025 10:04:18.946 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: baby was breathing in that egg
[11/12/2025 10:04:46.735 PM] Message  || User: a1darek             || Channel: #pictures-of-the-cats                || Content: ok man
[11/12/2025 10:05:25.026 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: if i get sick or get food poisoning im actually gonna lose it
[11/12/2025 10:06:00.473 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: but it'll make a great story
[11/12/2025 10:06:03.616 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i am so good at doing nothing this should be a career
[11/12/2025 10:06:05.320 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: so it kinda works out
[11/12/2025 10:06:17.453 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Think about the classes you can skip
[11/12/2025 10:06:18.435 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i wasted 9 hours what do i win
[11/12/2025 10:06:31.638 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: unironically i was thinking that
[11/12/2025 10:06:59.562 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: "i ate some bad eggs and got massively sick <3 mb heres my doctors n...
[11/12/2025 10:07:39.185 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: welcome back izzy balls
[11/12/2025 10:07:49.723 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: dignity /silly
[11/12/2025 10:07:55.771 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=❤️; msg="welcome back izzy balls" by slayc127
[11/12/2025 10:07:57.446 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=❤️; msg="dignity /silly" by mochenoch
[11/12/2025 10:08:27.630 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i highkey think my medication is doing a whole lot of nothing
[11/12/2025 10:08:40.147 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="i highkey think my medication is doing a..." by izzyballz
[11/12/2025 10:08:46.774 PM] Message  || User: m_digio             || Channel: #feeding-team                        || Content: strange
[11/12/2025 10:08:52.581 PM] React+   || User: m_digio             || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg=1438371863406313674
[11/12/2025 10:09:01.797 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i’ve been taking it consistently and nothing noticeable has occurred...
[11/12/2025 10:09:02.817 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: give it a few weeks
[11/12/2025 10:09:03.214 PM] React+   || User: m_digio             || Channel: #pictures-of-the-cats                || emoji=❤️; msg="forgot to send pics earlier. @e l u s i ..." by simplyshadow17...
[11/12/2025 10:09:13.501 PM] React+   || User: mochenoch           || Channel: #yapper-committee                    || emoji=😭; msg="i highkey think my medication is doing a..." by izzyballz
[11/12/2025 10:09:14.864 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: how long has it been
[11/12/2025 10:09:15.768 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: idk
[11/12/2025 10:09:17.582 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: let me check
[11/12/2025 10:09:18.222 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: has it been a few weeks?
[11/12/2025 10:09:21.123 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: lol sorry
[11/12/2025 10:09:21.792 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: what is it supposed to do
[11/12/2025 10:09:24.406 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: like whats the issue
[11/12/2025 10:09:34.104 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: it's wellbutrin i believe
[11/12/2025 10:09:36.060 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: izzy balls detail us ur medical history please /silly /j
[11/12/2025 10:09:42.997 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=👍; msg="it's wellbutrin i believe" by yaeji
[11/12/2025 10:09:53.778 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: give me ur social security
[11/12/2025 10:10:06.130 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: and also the number to ur debit card and the 3 numbers on the back
[11/12/2025 10:10:09.146 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: and ur zipcode
[11/12/2025 10:10:22.688 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: and your legal first and last name
[11/12/2025 10:10:31.067 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: with your date of birth and mothers maiden nam
[11/12/2025 10:10:33.286 PM] Edit     || User: mochenoch           || Channel: #yapper-committee                    || with your date of birth and mothers maiden nam -> with your date of birth and...
[11/12/2025 10:10:34.656 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: The haters say you need to be on the antidepressants for at least se...
[11/12/2025 10:10:40.622 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Ithink
[11/12/2025 10:10:43.433 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: For effects
[11/12/2025 10:10:56.879 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: we are slightly past the two week mark and i was supposed to go see ...
[11/12/2025 10:11:02.687 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="we are slightly past the two week mark a..." by izzyballz
[11/12/2025 10:11:04.214 PM] React+   || User: yaeji               || Channel: #yapper-committee                    || emoji=😭; msg="we are slightly past the two week mark a..." by izzyballz
[11/12/2025 10:11:06.145 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=😭; msg="we are slightly past the two week mark a..." by izzyballz
[11/12/2025 10:11:07.176 PM] React+   || User: mochenoch           || Channel: #yapper-committee                    || emoji=😭; msg="we are slightly past the two week mark a..." by izzyballz
[11/12/2025 10:11:09.298 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: psychiatrists vs not cancelling
[11/12/2025 10:11:16.437 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: okay yeah i had side effects by week 2
[11/12/2025 10:11:18.500 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: maybe its working and you dont notice? or is the depression like tha...
[11/12/2025 10:11:28.837 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: /gen
[11/12/2025 10:11:40.016 PM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=😭; msg="i vote to eat it and see what happens" by slayc127
[11/12/2025 10:11:44.673 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I wish i could give advice but we do not remember the events of the ...
[11/12/2025 10:11:47.453 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: i vote don’t listen to kaz
[11/12/2025 10:11:52.455 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I vote eat
[11/12/2025 10:11:54.107 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: too late i ate it all
[11/12/2025 10:11:56.863 PM] Message  || User: slayc127            || Channel: #yapper-committee                    || Content: atlas i can kick u /j
[11/12/2025 10:11:58.484 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Imagine the classes you can skip
[11/12/2025 10:11:59.982 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: YEAHH
[11/12/2025 10:12:05.078 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: empty bowl
[11/12/2025 10:12:05.118 PM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=😆; msg="atlas i can kick u /j" by slayc127
[11/12/2025 10:12:07.381 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: i ate 6 eggs
[11/12/2025 10:12:10.804 PM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: no you love me
[11/12/2025 10:12:11.924 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: some questionable
[11/12/2025 10:12:33.005 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="no you love me" by simplyshadow171295
[11/12/2025 10:12:41.123 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: idk i feel literally so the same like nothing has changed at all
[11/12/2025 10:13:03.621 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i am halfway through the prescription
[11/12/2025 10:13:50.113 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Try going to the gym and having a 10 minute morning walk as well as ...
[11/12/2025 10:13:56.076 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=‼️; msg="Try going to the gym and having a 10 min..." by .bettercalljack
[11/12/2025 10:13:56.163 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: i wouldnt know how depressiants worked, last time i took them i lost...
[11/12/2025 10:14:03.760 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: SAME
[11/12/2025 10:14:06.818 PM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=‼️; msg="Try going to the gym and having a 10 min..." by .bettercalljack
[11/12/2025 10:14:09.564 PM] React+   || User: petrichor           || Channel: #yapper-committee                    || emoji=‼️; msg="Try going to the gym and having a 10 min..." by .bettercalljack
[11/12/2025 10:14:13.222 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I either threw up in the mornings or i was an actual zombie
[11/12/2025 10:14:19.507 PM] React+   || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || emoji=😭; msg="they look like they're pointing and laug..." by cici4f3
[11/12/2025 10:14:21.442 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: that happened when my dose was too high
[11/12/2025 10:14:21.454 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: it felt like being a zombie yeah
[11/12/2025 10:14:33.687 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I would get upset at like 3 am trying to think about sad things to c...
[11/12/2025 10:14:37.283 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || that happened when my dose was too high -> that happened when my dose was too...
[11/12/2025 10:14:54.204 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=‼️; msg="Try going to the gym and having a 10 min..." by .bettercalljack
[11/12/2025 10:15:01.240 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: my parents got worried when my fatass wouldn't eat my favorite meal ...
[11/12/2025 10:15:04.264 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: 😭
[11/12/2025 10:15:12.045 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: i’ve gotten no effects positive or negative it feels like i’m taking...
[11/12/2025 10:15:29.689 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: yeah hit up ur doctor and ask if that's normal
[11/12/2025 10:15:37.690 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: plot twist its just placebo and its all just a practical joke
[11/12/2025 10:16:03.903 PM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😭; msg="plot twist its just placebo and its all ..." by yaeji
[11/12/2025 10:16:09.412 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=😭; msg="plot twist its just placebo and its all ..." by yaeji
[11/12/2025 10:16:18.102 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: off topic but im 97% sure my family line has autism and we just don'...
[11/12/2025 10:16:37.232 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: he also told me i need to get like neurological testing for the adhd...
[11/12/2025 10:16:39.018 PM] React+   || User: petrichor           || Channel: #yapper-committee                    || emoji=😭; msg="plot twist its just placebo and its all ..." by yaeji
[11/12/2025 10:16:40.417 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: BYE ME
[11/12/2025 10:16:46.347 PM] React+   || User: .bettercalljack     || Channel: #yapper-committee                    || emoji=😭; msg="plot twist its just placebo and its all ..." by yaeji
[11/12/2025 10:16:47.930 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: like what do you mean my entire aunts house is full of frog decor?
[11/12/2025 10:16:51.556 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: just frogs???
[11/12/2025 10:16:53.383 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Me with adhd
[11/12/2025 10:16:55.169 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=🩷; msg="just frogs???" by mochenoch
[11/12/2025 10:16:59.473 PM] Message  || User: pancakemixteamdj    || Channel: #yapper-committee                    || Content: I will not miss this semester
[11/12/2025 10:17:03.142 PM] React+   || User: izzyballz           || Channel: #yapper-committee                    || emoji=🩷; msg="I will not miss this semester" by pancakemixteamdj
[11/12/2025 10:17:18.429 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: and what do you mean my mom goes through hyperfixation hobbies ???
[11/12/2025 10:17:18.829 PM] Message  || User: pancakemixteamdj    || Channel: #yapper-committee                    || Content: Out of bed at 8:30 am first chance to get in bed at 10 pm
[11/12/2025 10:17:20.579 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: My mom has been late to sm shit and to cope i got the exact opposite...
[11/12/2025 10:17:29.450 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: me when my dad told me when he was a kid he used to rock on the grou...
[11/12/2025 10:17:54.293 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: how can you look at your kid who eats the same thing over and over a...
[11/12/2025 10:17:57.265 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: 😭
[11/12/2025 10:18:34.718 PM] React+   || User: mochenoch           || Channel: #yapper-committee                    || emoji=😭; msg="me when my dad told me when he was a kid..." by izzyballz
[11/12/2025 10:19:18.774 PM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: apparently like all of my early childhood teachers told my parents i...
[11/12/2025 10:19:43.302 PM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I would lose my shoes every morning up until hs
